,regions,tech,vintage,tech_rate,tech_rate_notes
6840,N_CEN,R_CK_TOPHE_ELC_N,2030,0.3,nan
6841,N_CEN,R_CK_TOPHE_NGA_N,2030,0.3,nan
6842,N_CEN,R_CK_TOPST_ELC_N,2030,0.3,nan
6843,N_CEN,R_CK_TOPST_NGA_N,2030,0.3,nan
6844,N_CEN,R_DW_HE_ELC_N,2030,0.3,nan
6845,N_CEN,R_DW_ST_ELC_N,2030,0.3,nan
6846,N_CEN,R_FZ_CHESTHE_N,2030,0.3,nan
6847,N_CEN,R_FZ_CHESTST_N,2030,0.3,nan
6848,N_CEN,R_FZ_UPRIGHTHE_N,2030,0.3,nan
6849,N_CEN,R_FZ_UPRIGHTST_N,2030,0.3,nan
6850,N_CEN,R_HPHE_ELC_N,2030,0.3,nan
6851,N_CEN,R_HPHE_GEO_N,2030,0.3,nan
6852,N_CEN,R_HPST_ELC_N,2030,0.3,nan
6853,N_CEN,R_HPST_GEO_N,2030,0.3,nan
6854,N_CEN,R_HPST_NGA_N,2030,0.3,nan
6855,N_CEN,R_HP_NGA_N,2030,0.3,nan
6856,N_CEN,R_LT_CFLHE_GSL_N,2030,0.3,nan
6857,N_CEN,R_LT_CFLHE_RFL_N,2030,0.3,nan
6858,N_CEN,R_LT_CFLST_GSL_N,2030,0.3,nan
6859,N_CEN,R_LT_CFLST_RFL_N,2030,0.3,nan
6860,N_CEN,R_LT_CFLST_ROL_N,2030,0.3,nan
6861,N_CEN,R_LT_HALST_RFL_N,2030,0.3,nan
6862,N_CEN,R_LT_HALST_ROL_N,2030,0.3,nan
6863,N_CEN,R_LT_HIRST_RFL_N,2030,0.3,nan
6864,N_CEN,R_LT_HIRST_ROL_N,2030,0.3,nan
6865,N_CEN,R_LT_INCST_RFL_N,2030,0.3,nan
6866,N_CEN,R_LT_INCST_ROL_N,2030,0.3,nan
6867,N_CEN,R_LT_LED60HE_GSL_N,2030,0.3,nan
6868,N_CEN,R_LT_LED60ST_GSL_N,2030,0.3,nan
6869,N_CEN,R_LT_LEDHE_LUM_N,2030,0.3,nan
6870,N_CEN,R_LT_LEDHE_RFL_N,2030,0.3,nan
6871,N_CEN,R_LT_LEDHE_ROL_N,2030,0.3,nan
6872,N_CEN,R_LT_LEDST_LUM_N,2030,0.3,nan
6873,N_CEN,R_LT_LEDST_RFL_N,2030,0.3,nan
6874,N_CEN,R_LT_LEDST_ROL_N,2030,0.3,nan
6875,N_CEN,R_LT_LLRHE_L2L_N,2030,0.3,nan
6876,N_CEN,R_LT_LLRST_L2L_N,2030,0.3,nan
6877,N_CEN,R_LT_T5HE_LFL_N,2030,0.3,nan
6878,N_CEN,R_LT_T5ST_LFL_N,2030,0.3,nan
6879,N_CEN,R_LT_T8HE_LFL_N,2030,0.3,nan
6880,N_CEN,R_LT_T8ST_LFL_N,2030,0.3,nan
6882,N_CEN,R_RF_BFHE_ELC_N,2030,0.3,nan
6883,N_CEN,R_RF_BFST_ELC_N,2030,0.3,nan
6884,N_CEN,R_RF_SFHE_ELC_N,2030,0.3,nan
6885,N_CEN,R_RF_SFST_ELC_N,2030,0.3,nan
6886,N_CEN,R_RF_TFHE_ELC_N,2030,0.3,nan
6887,N_CEN,R_RF_TFST_ELC_N,2030,0.3,nan
6888,N_CEN,R_SC_CACHE_ELC_N,2030,0.3,nan
6889,N_CEN,R_SC_CACST_ELC_N,2030,0.3,nan
6890,N_CEN,R_SC_RACHE_ELC_N,2030,0.3,nan
6891,N_CEN,R_SC_RACST_ELC_N,2030,0.3,nan
6892,N_CEN,R_SH_BLRHE_DISTOIL_N,2030,0.3,nan
6893,N_CEN,R_SH_BLRHE_NGA_N,2030,0.3,nan
6894,N_CEN,R_SH_BLRST_DISTOIL_N,2030,0.3,nan
6895,N_CEN,R_SH_BLRST_NGA_N,2030,0.3,nan
6896,N_CEN,R_SH_FHE_DISTOIL_N,2030,0.3,nan
6897,N_CEN,R_SH_FHE_NGA_N,2030,0.3,nan
6898,N_CEN,R_SH_FST_DISTOIL_N,2030,0.3,nan
6899,N_CEN,R_SH_FST_ELC_N,2030,0.3,nan
6900,N_CEN,R_SH_FST_LPG_N,2030,0.3,nan
6901,N_CEN,R_SH_FST_NGA_N,2030,0.3,nan
6902,N_CEN,R_SH_PLTHE_BIO_N,2030,0.3,nan
6903,N_CEN,R_SH_PLTST_BIO_N,2030,0.3,nan
6904,N_CEN,R_SH_RESST_ELC_N,2030,0.3,nan
6905,N_CEN,R_SH_WHHE_BIO_N,2030,0.3,nan
6906,N_CEN,R_SH_WHST_BIO_N,2030,0.3,nan
6907,N_CEN,R_WH_ERHE_ELC_N,2030,0.3,nan
6908,N_CEN,R_WH_ERST_ELC_N,2030,0.3,nan
6909,N_CEN,R_WH_GFHE_NGA_N,2030,0.3,nan
6910,N_CEN,R_WH_GFST_NGA_N,2030,0.3,nan
6911,N_CEN,R_WH_HPHE_ELC_N,2030,0.3,nan
6912,N_CEN,R_WH_HPST_ELC_N,2030,0.3,nan
6913,N_CEN,R_WH_OFHE_DISTOIL_N,2030,0.3,nan
6914,N_CEN,R_WH_OFST_DISTOIL_N,2030,0.3,nan
6915,N_CEN,R_WH_SOLST_ELC_N,2030,0.3,nan
6916,N_CEN,C_AHPHE_ELC_N,2035,0.3,nan
6917,N_CEN,C_AHPST_ELC_N,2035,0.3,nan
6918,N_CEN,C_CK_RANGEHE_ELC_N,2035,0.3,nan
6919,N_CEN,C_CK_RANGEHE_NGA_N,2035,0.3,nan
6920,N_CEN,C_CK_RANGEST_ELC_N,2035,0.3,nan
6921,N_CEN,C_CK_RANGEST_NGA_N,2035,0.3,nan
6922,N_CEN,C_GHPHE_ELC_N,2035,0.3,nan
6923,N_CEN,C_GHPST_ELC_N,2035,0.3,nan
6924,N_CEN,C_LT_8FTLEDHE_LFL_N,2035,0.3,nan
6925,N_CEN,C_LT_8FTLEDST_LFL_N,2035,0.3,nan
6926,N_CEN,C_LT_8FTLUMHE_LFL_N,2035,0.3,nan
6927,N_CEN,C_LT_8FTLUMST_LFL_N,2035,0.3,nan
6928,N_CEN,C_LT_8FTT8HE_LFL_N,2035,0.3,nan
6929,N_CEN,C_LT_8FTT8HOHE_LFL_N,2035,0.3,nan
6930,N_CEN,C_LT_8FTT8HOST_LFL_N,2035,0.3,nan
6931,N_CEN,C_LT_8FTT8ST_LFL_N,2035,0.3,nan
6932,N_CEN,C_LT_CFLHE_GSL_N,2035,0.3,nan
6933,N_CEN,C_LT_CFLST_GSL_N,2035,0.3,nan
6934,N_CEN,C_LT_HALST_RFL_N,2035,0.3,nan
6935,N_CEN,C_LT_HIRST_RFL_N,2035,0.3,nan
6936,N_CEN,C_LT_LEDHE_GSL_N,2035,0.3,nan
6937,N_CEN,C_LT_LEDHE_LFL_N,2035,0.3,nan
6938,N_CEN,C_LT_LEDHE_RFL_N,2035,0.3,nan
6939,N_CEN,C_LT_LEDST_GSL_N,2035,0.3,nan
6940,N_CEN,C_LT_LEDST_LFL_N,2035,0.3,nan
6941,N_CEN,C_LT_LEDST_RFL_N,2035,0.3,nan
6942,N_CEN,C_LT_LUMHE_HB_N,2035,0.3,nan
6943,N_CEN,C_LT_LUMHE_LB_N,2035,0.3,nan
6944,N_CEN,C_LT_LUMHE_LFL_N,2035,0.3,nan
6945,N_CEN,C_LT_LUMST_HB_N,2035,0.3,nan
6946,N_CEN,C_LT_LUMST_LB_N,2035,0.3,nan
6947,N_CEN,C_LT_LUMST_LFL_N,2035,0.3,nan
6948,N_CEN,C_LT_MERCST_HB_N,2035,0.3,nan
6949,N_CEN,C_LT_MERCST_LB_N,2035,0.3,nan
6950,N_CEN,C_LT_MTHALST_HB_N,2035,0.3,nan
6951,N_CEN,C_LT_MTHALST_LB_N,2035,0.3,nan
6952,N_CEN,C_LT_NAVAPST_HB_N,2035,0.3,nan
6953,N_CEN,C_LT_NAVAPST_LB_N,2035,0.3,nan
6954,N_CEN,C_LT_T5HE_LFL_N,2035,0.3,nan
6955,N_CEN,C_LT_T5HOHE_HB_N,2035,0.3,nan
6956,N_CEN,C_LT_T5HOST_HB_N,2035,0.3,nan
6957,N_CEN,C_LT_T5ST_LFL_N,2035,0.3,nan
6958,N_CEN,C_LT_T8HE_LFL_N,2035,0.3,nan
6959,N_CEN,C_LT_T8ST_LFL_N,2035,0.3,nan
6963,N_CEN,C_RF_BVMHE_ELC_N,2035,0.3,nan
6964,N_CEN,C_RF_BVMST_ELC_N,2035,0.3,nan
6965,N_CEN,C_RF_CENHE_ELC_N,2035,0.3,nan
6966,N_CEN,C_RF_CENST_ELC_N,2035,0.3,nan
6967,N_CEN,C_RF_CMPHE_ELC_N,2035,0.3,nan
6968,N_CEN,C_RF_CMPST_ELC_N,2035,0.3,nan
6969,N_CEN,C_RF_CNDHE_ELC_N,2035,0.3,nan
6970,N_CEN,C_RF_CNDST_ELC_N,2035,0.3,nan
6971,N_CEN,C_RF_ICMHE_ELC_N,2035,0.3,nan
6972,N_CEN,C_RF_ICMST_ELC_N,2035,0.3,nan
6973,N_CEN,C_RF_RIFHE_ELC_N,2035,0.3,nan
6974,N_CEN,C_RF_RIFST_ELC_N,2035,0.3,nan
6975,N_CEN,C_RF_RIRHE_ELC_N,2035,0.3,nan
6976,N_CEN,C_RF_RIRST_ELC_N,2035,0.3,nan
6977,N_CEN,C_RF_RVMHE_ELC_N,2035,0.3,nan
6978,N_CEN,C_RF_RVMST_ELC_N,2035,0.3,nan
6979,N_CEN,C_RF_WIFHE_ELC_N,2035,0.3,nan
6980,N_CEN,C_RF_WIFST_ELC_N,2035,0.3,nan
6981,N_CEN,C_RF_WIRHE_ELC_N,2035,0.3,nan
6982,N_CEN,C_RF_WIRST_ELC_N,2035,0.3,nan
6983,N_CEN,C_SC_CCCHE_ELC_N,2035,0.3,nan
6984,N_CEN,C_SC_CCCST_ELC_N,2035,0.3,nan
6985,N_CEN,C_SC_CHA_NGA_N,2035,0.3,nan
6986,N_CEN,C_SC_CHEDAHE_N,2035,0.3,nan
6987,N_CEN,C_SC_CRCHE_ELC_N,2035,0.3,nan
6988,N_CEN,C_SC_CRCST_ELC_N,2035,0.3,nan
6989,N_CEN,C_SC_CSCHE_ELC_N,2035,0.3,nan
6990,N_CEN,C_SC_CSCST_ELC_N,2035,0.3,nan
6991,N_CEN,C_SC_CSWHE_ELC_N,2035,0.3,nan
6992,N_CEN,C_SC_CSWST_ELC_N,2035,0.3,nan
6993,N_CEN,C_SC_RACHE_ELC_N,2035,0.3,nan
6994,N_CEN,C_SC_RACST_ELC_N,2035,0.3,nan
6995,N_CEN,C_SC_RACST_NGA_N,2035,0.3,nan
6996,N_CEN,C_SH_BHE_DISTOIL_N,2035,0.3,nan
6997,N_CEN,C_SH_BHE_NGA_N,2035,0.3,nan
6998,N_CEN,C_SH_BST_DISTOIL_N,2035,0.3,nan
6999,N_CEN,C_SH_BST_ELC_N,2035,0.3,nan
7000,N_CEN,C_SH_BST_NGA_N,2035,0.3,nan
7001,N_CEN,C_SH_ERST_ELC_N,2035,0.3,nan
7002,N_CEN,C_SH_FHE_NGA_N,2035,0.3,nan
7003,N_CEN,C_SH_FST_DISTOIL_N,2035,0.3,nan
7004,N_CEN,C_SH_FST_NGA_N,2035,0.3,nan
7005,N_CEN,C_VT_CAVHE_ELC_N,2035,0.3,nan
7006,N_CEN,C_VT_CAVST_ELC_N,2035,0.3,nan
7007,N_CEN,C_VT_VAVHE_ELC_N,2035,0.3,nan
7008,N_CEN,C_VT_VAVST_ELC_N,2035,0.3,nan
7009,N_CEN,C_WH_DWHHE_DISTOIL_N,2035,0.3,nan
7010,N_CEN,C_WH_DWHST_DISTOIL_N,2035,0.3,nan
7011,N_CEN,C_WH_EWHST_ELC_N,2035,0.3,nan
7012,N_CEN,C_WH_HPST_ELC_N,2035,0.3,nan
7013,N_CEN,C_WH_NWHHE_NGA_N,2035,0.3,nan
7014,N_CEN,C_WH_NWHST_NGA_N,2035,0.3,nan
7015,N_CEN,C_WH_SOLST_ELC_N,2035,0.3,nan
7016,N_CEN,R_CD_HE_ELC_N,2035,0.3,nan
7017,N_CEN,R_CD_HE_NGA_N,2035,0.3,nan
7018,N_CEN,R_CD_ST_ELC_N,2035,0.3,nan
7019,N_CEN,R_CD_ST_NGA_N,2035,0.3,nan
7020,N_CEN,R_CK_OVHE_NGA_N,2035,0.3,nan
7021,N_CEN,R_CK_OVST_NGA_N,2035,0.3,nan
7022,N_CEN,R_CK_TOPHE_ELC_N,2035,0.3,nan
7023,N_CEN,R_CK_TOPHE_NGA_N,2035,0.3,nan
7024,N_CEN,R_CK_TOPST_ELC_N,2035,0.3,nan
7025,N_CEN,R_CK_TOPST_NGA_N,2035,0.3,nan
7026,N_CEN,R_DW_HE_ELC_N,2035,0.3,nan
7027,N_CEN,R_DW_ST_ELC_N,2035,0.3,nan
7028,N_CEN,R_FZ_CHESTHE_N,2035,0.3,nan
7029,N_CEN,R_FZ_CHESTST_N,2035,0.3,nan
7030,N_CEN,R_FZ_UPRIGHTHE_N,2035,0.3,nan
7031,N_CEN,R_FZ_UPRIGHTST_N,2035,0.3,nan
7032,N_CEN,R_HPHE_ELC_N,2035,0.3,nan
7033,N_CEN,R_HPHE_GEO_N,2035,0.3,nan
7034,N_CEN,R_HPST_ELC_N,2035,0.3,nan
7035,N_CEN,R_HPST_GEO_N,2035,0.3,nan
7036,N_CEN,R_HPST_NGA_N,2035,0.3,nan
7037,N_CEN,R_HP_NGA_N,2035,0.3,nan
7038,N_CEN,R_LT_CFLHE_GSL_N,2035,0.3,nan
7039,N_CEN,R_LT_CFLHE_RFL_N,2035,0.3,nan
7040,N_CEN,R_LT_CFLST_GSL_N,2035,0.3,nan
7041,N_CEN,R_LT_CFLST_RFL_N,2035,0.3,nan
7042,N_CEN,R_LT_CFLST_ROL_N,2035,0.3,nan
7043,N_CEN,R_LT_HALST_RFL_N,2035,0.3,nan
7044,N_CEN,R_LT_HALST_ROL_N,2035,0.3,nan
7045,N_CEN,R_LT_HIRST_RFL_N,2035,0.3,nan
7046,N_CEN,R_LT_HIRST_ROL_N,2035,0.3,nan
7047,N_CEN,R_LT_INCST_RFL_N,2035,0.3,nan
7048,N_CEN,R_LT_INCST_ROL_N,2035,0.3,nan
7049,N_CEN,R_LT_LED60HE_GSL_N,2035,0.3,nan
7050,N_CEN,R_LT_LED60ST_GSL_N,2035,0.3,nan
7051,N_CEN,R_LT_LEDHE_LUM_N,2035,0.3,nan
7052,N_CEN,R_LT_LEDHE_RFL_N,2035,0.3,nan
7053,N_CEN,R_LT_LEDHE_ROL_N,2035,0.3,nan
7054,N_CEN,R_LT_LEDST_LUM_N,2035,0.3,nan
7055,N_CEN,R_LT_LEDST_RFL_N,2035,0.3,nan
7056,N_CEN,R_LT_LEDST_ROL_N,2035,0.3,nan
7057,N_CEN,R_LT_LLRHE_L2L_N,2035,0.3,nan
7058,N_CEN,R_LT_LLRST_L2L_N,2035,0.3,nan
7059,N_CEN,R_LT_T5HE_LFL_N,2035,0.3,nan
7060,N_CEN,R_LT_T5ST_LFL_N,2035,0.3,nan
7061,N_CEN,R_LT_T8HE_LFL_N,2035,0.3,nan
7062,N_CEN,R_LT_T8ST_LFL_N,2035,0.3,nan
7064,N_CEN,R_RF_BFHE_ELC_N,2035,0.3,nan
7065,N_CEN,R_RF_BFST_ELC_N,2035,0.3,nan
7066,N_CEN,R_RF_SFHE_ELC_N,2035,0.3,nan
7067,N_CEN,R_RF_SFST_ELC_N,2035,0.3,nan
7068,N_CEN,R_RF_TFHE_ELC_N,2035,0.3,nan
7069,N_CEN,R_RF_TFST_ELC_N,2035,0.3,nan
7070,N_CEN,R_SC_CACHE_ELC_N,2035,0.3,nan
7071,N_CEN,R_SC_CACST_ELC_N,2035,0.3,nan
7072,N_CEN,R_SC_RACHE_ELC_N,2035,0.3,nan
7073,N_CEN,R_SC_RACST_ELC_N,2035,0.3,nan
7074,N_CEN,R_SH_BLRHE_DISTOIL_N,2035,0.3,nan
7075,N_CEN,R_SH_BLRHE_NGA_N,2035,0.3,nan
7076,N_CEN,R_SH_BLRST_DISTOIL_N,2035,0.3,nan
7077,N_CEN,R_SH_BLRST_NGA_N,2035,0.3,nan
7078,N_CEN,R_SH_FHE_DISTOIL_N,2035,0.3,nan
7079,N_CEN,R_SH_FHE_NGA_N,2035,0.3,nan
7080,N_CEN,R_SH_FST_DISTOIL_N,2035,0.3,nan
7081,N_CEN,R_SH_FST_ELC_N,2035,0.3,nan
7082,N_CEN,R_SH_FST_LPG_N,2035,0.3,nan
7083,N_CEN,R_SH_FST_NGA_N,2035,0.3,nan
7084,N_CEN,R_SH_PLTHE_BIO_N,2035,0.3,nan
7085,N_CEN,R_SH_PLTST_BIO_N,2035,0.3,nan
7086,N_CEN,R_SH_RESST_ELC_N,2035,0.3,nan
7087,N_CEN,R_SH_WHHE_BIO_N,2035,0.3,nan
7088,N_CEN,R_SH_WHST_BIO_N,2035,0.3,nan
7089,N_CEN,R_WH_ERHE_ELC_N,2035,0.3,nan
7090,N_CEN,R_WH_ERST_ELC_N,2035,0.3,nan
7091,N_CEN,R_WH_GFHE_NGA_N,2035,0.3,nan
7092,N_CEN,R_WH_GFST_NGA_N,2035,0.3,nan
7093,N_CEN,R_WH_HPHE_ELC_N,2035,0.3,nan
7094,N_CEN,R_WH_HPST_ELC_N,2035,0.3,nan
7095,N_CEN,R_WH_OFHE_DISTOIL_N,2035,0.3,nan
7096,N_CEN,R_WH_OFST_DISTOIL_N,2035,0.3,nan
7097,N_CEN,R_WH_SOLST_ELC_N,2035,0.3,nan
7098,N_CEN,C_AHPHE_ELC_N,2040,0.3,nan
7099,N_CEN,C_AHPST_ELC_N,2040,0.3,nan
7100,N_CEN,C_CK_RANGEHE_ELC_N,2040,0.3,nan
7101,N_CEN,C_CK_RANGEHE_NGA_N,2040,0.3,nan
7102,N_CEN,C_CK_RANGEST_ELC_N,2040,0.3,nan
7103,N_CEN,C_CK_RANGEST_NGA_N,2040,0.3,nan
7104,N_CEN,C_GHPHE_ELC_N,2040,0.3,nan
7105,N_CEN,C_GHPST_ELC_N,2040,0.3,nan
7106,N_CEN,C_LT_8FTLEDHE_LFL_N,2040,0.3,nan
7107,N_CEN,C_LT_8FTLEDST_LFL_N,2040,0.3,nan
7108,N_CEN,C_LT_8FTLUMHE_LFL_N,2040,0.3,nan
7109,N_CEN,C_LT_8FTLUMST_LFL_N,2040,0.3,nan
7110,N_CEN,C_LT_8FTT8HE_LFL_N,2040,0.3,nan
7111,N_CEN,C_LT_8FTT8HOHE_LFL_N,2040,0.3,nan
7112,N_CEN,C_LT_8FTT8HOST_LFL_N,2040,0.3,nan
7113,N_CEN,C_LT_8FTT8ST_LFL_N,2040,0.3,nan
7114,N_CEN,C_LT_CFLHE_GSL_N,2040,0.3,nan
7115,N_CEN,C_LT_CFLST_GSL_N,2040,0.3,nan
7116,N_CEN,C_LT_HALST_RFL_N,2040,0.3,nan
7117,N_CEN,C_LT_HIRST_RFL_N,2040,0.3,nan
7118,N_CEN,C_LT_LEDHE_GSL_N,2040,0.3,nan
7119,N_CEN,C_LT_LEDHE_LFL_N,2040,0.3,nan
7120,N_CEN,C_LT_LEDHE_RFL_N,2040,0.3,nan
7121,N_CEN,C_LT_LEDST_GSL_N,2040,0.3,nan
7122,N_CEN,C_LT_LEDST_LFL_N,2040,0.3,nan
7123,N_CEN,C_LT_LEDST_RFL_N,2040,0.3,nan
7124,N_CEN,C_LT_LUMHE_HB_N,2040,0.3,nan
7125,N_CEN,C_LT_LUMHE_LB_N,2040,0.3,nan
7126,N_CEN,C_LT_LUMHE_LFL_N,2040,0.3,nan
7127,N_CEN,C_LT_LUMST_HB_N,2040,0.3,nan
7128,N_CEN,C_LT_LUMST_LB_N,2040,0.3,nan
7129,N_CEN,C_LT_LUMST_LFL_N,2040,0.3,nan
7130,N_CEN,C_LT_MERCST_HB_N,2040,0.3,nan
7131,N_CEN,C_LT_MERCST_LB_N,2040,0.3,nan
7132,N_CEN,C_LT_MTHALST_HB_N,2040,0.3,nan
7133,N_CEN,C_LT_MTHALST_LB_N,2040,0.3,nan
7134,N_CEN,C_LT_NAVAPST_HB_N,2040,0.3,nan
7135,N_CEN,C_LT_NAVAPST_LB_N,2040,0.3,nan
7136,N_CEN,C_LT_T5HE_LFL_N,2040,0.3,nan
7137,N_CEN,C_LT_T5HOHE_HB_N,2040,0.3,nan
7138,N_CEN,C_LT_T5HOST_HB_N,2040,0.3,nan
7139,N_CEN,C_LT_T5ST_LFL_N,2040,0.3,nan
7140,N_CEN,C_LT_T8HE_LFL_N,2040,0.3,nan
7141,N_CEN,C_LT_T8ST_LFL_N,2040,0.3,nan
7145,N_CEN,C_RF_BVMHE_ELC_N,2040,0.3,nan
7146,N_CEN,C_RF_BVMST_ELC_N,2040,0.3,nan
7147,N_CEN,C_RF_CENHE_ELC_N,2040,0.3,nan
7148,N_CEN,C_RF_CENST_ELC_N,2040,0.3,nan
7149,N_CEN,C_RF_CMPHE_ELC_N,2040,0.3,nan
7150,N_CEN,C_RF_CMPST_ELC_N,2040,0.3,nan
7151,N_CEN,C_RF_CNDHE_ELC_N,2040,0.3,nan
7152,N_CEN,C_RF_CNDST_ELC_N,2040,0.3,nan
7153,N_CEN,C_RF_ICMHE_ELC_N,2040,0.3,nan
7154,N_CEN,C_RF_ICMST_ELC_N,2040,0.3,nan
7155,N_CEN,C_RF_RIFHE_ELC_N,2040,0.3,nan
7156,N_CEN,C_RF_RIFST_ELC_N,2040,0.3,nan
7157,N_CEN,C_RF_RIRHE_ELC_N,2040,0.3,nan
7158,N_CEN,C_RF_RIRST_ELC_N,2040,0.3,nan
7159,N_CEN,C_RF_RVMHE_ELC_N,2040,0.3,nan
7160,N_CEN,C_RF_RVMST_ELC_N,2040,0.3,nan
7161,N_CEN,C_RF_WIFHE_ELC_N,2040,0.3,nan
7162,N_CEN,C_RF_WIFST_ELC_N,2040,0.3,nan
7163,N_CEN,C_RF_WIRHE_ELC_N,2040,0.3,nan
7164,N_CEN,C_RF_WIRST_ELC_N,2040,0.3,nan
7165,N_CEN,C_SC_CCCHE_ELC_N,2040,0.3,nan
7166,N_CEN,C_SC_CCCST_ELC_N,2040,0.3,nan
7167,N_CEN,C_SC_CHA_NGA_N,2040,0.3,nan
7168,N_CEN,C_SC_CHEDAHE_N,2040,0.3,nan
7169,N_CEN,C_SC_CRCHE_ELC_N,2040,0.3,nan
7170,N_CEN,C_SC_CRCST_ELC_N,2040,0.3,nan
7171,N_CEN,C_SC_CSCHE_ELC_N,2040,0.3,nan
7172,N_CEN,C_SC_CSCST_ELC_N,2040,0.3,nan
7173,N_CEN,C_SC_CSWHE_ELC_N,2040,0.3,nan
7174,N_CEN,C_SC_CSWST_ELC_N,2040,0.3,nan
7175,N_CEN,C_SC_RACHE_ELC_N,2040,0.3,nan
7176,N_CEN,C_SC_RACST_ELC_N,2040,0.3,nan
7177,N_CEN,C_SC_RACST_NGA_N,2040,0.3,nan
7178,N_CEN,C_SH_BHE_DISTOIL_N,2040,0.3,nan
7179,N_CEN,C_SH_BHE_NGA_N,2040,0.3,nan
7180,N_CEN,C_SH_BST_DISTOIL_N,2040,0.3,nan
7181,N_CEN,C_SH_BST_ELC_N,2040,0.3,nan
7182,N_CEN,C_SH_BST_NGA_N,2040,0.3,nan
7183,N_CEN,C_SH_ERST_ELC_N,2040,0.3,nan
7184,N_CEN,C_SH_FHE_NGA_N,2040,0.3,nan
7185,N_CEN,C_SH_FST_DISTOIL_N,2040,0.3,nan
7186,N_CEN,C_SH_FST_NGA_N,2040,0.3,nan
7187,N_CEN,C_VT_CAVHE_ELC_N,2040,0.3,nan
7188,N_CEN,C_VT_CAVST_ELC_N,2040,0.3,nan
7189,N_CEN,C_VT_VAVHE_ELC_N,2040,0.3,nan
7190,N_CEN,C_VT_VAVST_ELC_N,2040,0.3,nan
7191,N_CEN,C_WH_DWHHE_DISTOIL_N,2040,0.3,nan
7192,N_CEN,C_WH_DWHST_DISTOIL_N,2040,0.3,nan
7193,N_CEN,C_WH_EWHST_ELC_N,2040,0.3,nan
7194,N_CEN,C_WH_HPST_ELC_N,2040,0.3,nan
7195,N_CEN,C_WH_NWHHE_NGA_N,2040,0.3,nan
7196,N_CEN,C_WH_NWHST_NGA_N,2040,0.3,nan
7197,N_CEN,C_WH_SOLST_ELC_N,2040,0.3,nan
7198,N_CEN,R_CD_HE_ELC_N,2040,0.3,nan
7199,N_CEN,R_CD_HE_NGA_N,2040,0.3,nan
7200,N_CEN,R_CD_ST_ELC_N,2040,0.3,nan
7201,N_CEN,R_CD_ST_NGA_N,2040,0.3,nan
7202,N_CEN,R_CK_OVHE_NGA_N,2040,0.3,nan
7203,N_CEN,R_CK_OVST_NGA_N,2040,0.3,nan
7204,N_CEN,R_CK_TOPHE_ELC_N,2040,0.3,nan
7205,N_CEN,R_CK_TOPHE_NGA_N,2040,0.3,nan
7206,N_CEN,R_CK_TOPST_ELC_N,2040,0.3,nan
7207,N_CEN,R_CK_TOPST_NGA_N,2040,0.3,nan
7208,N_CEN,R_DW_HE_ELC_N,2040,0.3,nan
7209,N_CEN,R_DW_ST_ELC_N,2040,0.3,nan
7210,N_CEN,R_FZ_CHESTHE_N,2040,0.3,nan
7211,N_CEN,R_FZ_CHESTST_N,2040,0.3,nan
7212,N_CEN,R_FZ_UPRIGHTHE_N,2040,0.3,nan
7213,N_CEN,R_FZ_UPRIGHTST_N,2040,0.3,nan
7214,N_CEN,R_HPHE_ELC_N,2040,0.3,nan
7215,N_CEN,R_HPHE_GEO_N,2040,0.3,nan
7216,N_CEN,R_HPST_ELC_N,2040,0.3,nan
7217,N_CEN,R_HPST_GEO_N,2040,0.3,nan
7218,N_CEN,R_HPST_NGA_N,2040,0.3,nan
7219,N_CEN,R_HP_NGA_N,2040,0.3,nan
7220,N_CEN,R_LT_CFLHE_GSL_N,2040,0.3,nan
7221,N_CEN,R_LT_CFLHE_RFL_N,2040,0.3,nan
7222,N_CEN,R_LT_CFLST_GSL_N,2040,0.3,nan
7223,N_CEN,R_LT_CFLST_RFL_N,2040,0.3,nan
7224,N_CEN,R_LT_CFLST_ROL_N,2040,0.3,nan
7225,N_CEN,R_LT_HALST_RFL_N,2040,0.3,nan
7226,N_CEN,R_LT_HALST_ROL_N,2040,0.3,nan
7227,N_CEN,R_LT_HIRST_RFL_N,2040,0.3,nan
7228,N_CEN,R_LT_HIRST_ROL_N,2040,0.3,nan
7229,N_CEN,R_LT_INCST_RFL_N,2040,0.3,nan
7230,N_CEN,R_LT_INCST_ROL_N,2040,0.3,nan
7231,N_CEN,R_LT_LED60HE_GSL_N,2040,0.3,nan
7232,N_CEN,R_LT_LED60ST_GSL_N,2040,0.3,nan
7233,N_CEN,R_LT_LEDHE_LUM_N,2040,0.3,nan
7234,N_CEN,R_LT_LEDHE_RFL_N,2040,0.3,nan
7235,N_CEN,R_LT_LEDHE_ROL_N,2040,0.3,nan
7236,N_CEN,R_LT_LEDST_LUM_N,2040,0.3,nan
7237,N_CEN,R_LT_LEDST_RFL_N,2040,0.3,nan
7238,N_CEN,R_LT_LEDST_ROL_N,2040,0.3,nan
7239,N_CEN,R_LT_LLRHE_L2L_N,2040,0.3,nan
7240,N_CEN,R_LT_LLRST_L2L_N,2040,0.3,nan
7241,N_CEN,R_LT_T5HE_LFL_N,2040,0.3,nan
7242,N_CEN,R_LT_T5ST_LFL_N,2040,0.3,nan
7243,N_CEN,R_LT_T8HE_LFL_N,2040,0.3,nan
7244,N_CEN,R_LT_T8ST_LFL_N,2040,0.3,nan
7246,N_CEN,R_RF_BFHE_ELC_N,2040,0.3,nan
7247,N_CEN,R_RF_BFST_ELC_N,2040,0.3,nan
