,regions,tech,life,life_notes
2688,NW,R_CK_TOP_NGA_R,12.0,yrs
2690,NW,R_DW_ELC_R,14.0,yrs
2692,NW,R_DW_HE_ELC_N,14.0,yrs
2699,NW,R_DW_ST_ELC_N,14.0,yrs
2706,NW,R_FZ_CHESTHE_N,22.0,yrs
2713,NW,R_FZ_CHESTST_N,22.0,yrs
2720,NW,R_FZ_CHEST_R,22.0,yrs
2723,NW,R_FZ_UPRIGHTHE_N,22.0,yrs
2730,NW,R_FZ_UPRIGHTST_N,22.0,yrs
2737,NW,R_FZ_UPRIGHT_R,22.0,yrs
2740,NW,R_HPELC_R,15.0,yrs
2748,NW,R_HPHE_ELC_N,15.0,yrs
2776,NW,R_HPHE_GEO_N,14.0,yrs
2804,NW,R_HPST_ELC_N,15.0,yrs
2832,NW,R_HPST_GEO_N,14.0,yrs
2860,NW,R_HPST_NGA_N,15.0,yrs
2867,NW,R_HP_GEO_R,14.0,yrs
2875,NW,R_HP_NGA_N,15.0,yrs
2882,NW,R_HP_NGA_R,15.0,yrs
2886,NW,R_LT_CFLHE_GSL_N,17.0,yrs
2893,NW,R_LT_CFLHE_RFL_N,17.0,yrs
2900,NW,R_LT_CFLST_GSL_N,17.0,yrs
2907,NW,R_LT_CFLST_RFL_N,17.0,yrs
2914,NW,R_LT_CFLST_ROL_N,10.0,yrs
2921,NW,R_LT_CFL_GSL_R,15.0,yrs
2923,NW,R_LT_CFL_RFL_R,12.0,yrs
2925,NW,R_LT_CFL_ROL_R,9.0,yrs
2927,NW,R_LT_HALST_RFL_N,2.0,yrs
2934,NW,R_LT_HALST_ROL_N,2.0,yrs
2941,NW,R_LT_HAL_RFL_R,2.0,yrs
2942,NW,R_LT_HAL_ROL_R,2.0,yrs
2943,NW,R_LT_HIRST_RFL_N,7.0,yrs
2950,NW,R_LT_HIRST_ROL_N,4.0,yrs
2957,NW,R_LT_HIR_RFL_R,6.0,yrs
2958,NW,R_LT_INCST_RFL_N,3.0,yrs
2965,NW,R_LT_INCST_ROL_N,2.0,yrs
2972,NW,R_LT_INC_RFL_R,3.0,yrs
2973,NW,R_LT_INC_ROL_R,2.0,yrs
2974,NW,R_LT_LED60HE_GSL_N,76.0,yrs
2981,NW,R_LT_LED60ST_GSL_N,76.0,yrs
2988,NW,R_LT_LED60_GSL_R,31.0,yrs
2991,NW,R_LT_LEDHE_LUM_N,145.0,yrs
2998,NW,R_LT_LEDHE_RFL_N,77.0,yrs
3005,NW,R_LT_LEDHE_ROL_N,47.0,yrs
3012,NW,R_LT_LEDST_LUM_N,145.0,yrs
3019,NW,R_LT_LEDST_RFL_N,77.0,yrs
3026,NW,R_LT_LEDST_ROL_N,47.0,yrs
3033,NW,R_LT_LLRHE_L2L_N,73.0,yrs
3040,NW,R_LT_LLRST_L2L_N,73.0,yrs
3047,NW,R_LT_T5HE_LFL_N,47.0,yrs
3054,NW,R_LT_T5ST_LFL_N,47.0,yrs
3061,NW,R_LT_T8HE_LFL_N,38.0,yrs
3068,NW,R_LT_T8ST_LFL_N,34.0,yrs
3075,NW,R_LT_T8_LFL_R,29.0,yrs
3078,NW,R_OW_ELC_N,25.0,yrs
3085,NW,R_OW_ELC_R,25.0,yrs
3088,NW,R_RF_BFELC_R,17.0,yrs
3091,NW,R_RF_BFHE_ELC_N,17.0,yrs
3098,NW,R_RF_BFST_ELC_N,17.0,yrs
3105,NW,R_RF_SFELC_R,17.0,yrs
3108,NW,R_RF_SFHE_ELC_N,17.0,yrs
3115,NW,R_RF_SFST_ELC_N,17.0,yrs
3122,NW,R_RF_TFELC_R,17.0,yrs
3125,NW,R_RF_TFHE_ELC_N,17.0,yrs
3132,NW,R_RF_TFST_ELC_N,17.0,yrs
3139,NW,R_SC_CACELC_R,18.0,yrs
3145,NW,R_SC_CACHE_ELC_N,18.0,yrs
3159,NW,R_SC_CACST_ELC_N,18.0,yrs
3173,NW,R_SC_RACELC_R,9.0,yrs
3177,NW,R_SC_RACHE_ELC_N,9.0,yrs
3191,NW,R_SC_RACST_ELC_N,9.0,yrs
3205,NW,R_SH_BLRHE_DISTOIL_N,23.0,yrs
3212,NW,R_SH_BLRHE_NGA_N,25.0,yrs
3219,NW,R_SH_BLRST_DISTOIL_N,23.0,yrs
3226,NW,R_SH_BLRST_NGA_N,25.0,yrs
3233,NW,R_SH_BLR_DISTOIL_R,23.0,yrs
3236,NW,R_SH_BLR_NGA_R,25.0,yrs
3239,NW,R_SH_FDISTOIL_R,26.0,yrs
3242,NW,R_SH_FHE_DISTOIL_N,26.0,yrs
3249,NW,R_SH_FHE_NGA_N,21.0,yrs
3256,NW,R_SH_FLPG_R,21.0,yrs
3259,NW,R_SH_FNGA_R,21.0,yrs
3262,NW,R_SH_FST_DISTOIL_N,26.0,yrs
3269,NW,R_SH_FST_ELC_N,22.0,yrs
3276,NW,R_SH_FST_LPG_N,21.0,yrs
3283,NW,R_SH_FST_NGA_N,21.0,yrs
3290,NW,R_SH_F_ELC_R,22.0,yrs
3293,NW,R_SH_PLTHE_BIO_N,25.0,yrs
3300,NW,R_SH_PLTST_BIO_N,25.0,yrs
3307,NW,R_SH_RESST_ELC_N,22.0,yrs
3314,NW,R_SH_RES_ELC_R,22.0,yrs
3317,NW,R_SH_WHBIO_R,18.0,yrs
3320,NW,R_SH_WHHE_BIO_N,18.0,yrs
3327,NW,R_SH_WHST_BIO_N,18.0,yrs
3334,NW,R_WH_ELC_R,13.0,yrs
3338,NW,R_WH_ERHE_ELC_N,13.0,yrs
3352,NW,R_WH_ERST_ELC_N,13.0,yrs
3366,NW,R_WH_GFHE_NGA_N,13.0,yrs
3373,NW,R_WH_GFST_NGA_N,13.0,yrs
3380,NW,R_WH_GF_NGA_R,13.0,yrs
3382,NW,R_WH_HPHE_ELC_N,13.0,yrs
3389,NW,R_WH_HPST_ELC_N,13.0,yrs
3396,NW,R_WH_OFHE_DISTOIL_N,13.0,yrs
3403,NW,R_WH_OFST_DISTOIL_N,13.0,yrs
3410,NW,R_WH_OF_DISTOIL_R,13.0,yrs
3412,NW,R_WH_SOLELC_R,22.0,yrs
3418,NW,R_WH_SOLST_ELC_N,22.0,yrs
3432,SW,C_AHPHE_ELC_N,15.0,yrs
3446,SW,C_AHPHE_ELC_R,20.0,yrs
3449,SW,C_AHPST_ELC_N,15.0,yrs
3463,SW,C_AHP_ELC_R,20.0,yrs
3469,SW,C_CK_RANGEHE_ELC_N,12.0,yrs
3476,SW,C_CK_RANGEHE_ELC_R,12.0,yrs
3478,SW,C_CK_RANGEHE_NGA_N,12.0,yrs
3485,SW,C_CK_RANGEHE_NGA_R,12.0,yrs
3487,SW,C_CK_RANGEST_ELC_N,12.0,yrs
3494,SW,C_CK_RANGEST_NGA_N,12.0,yrs
3501,SW,C_CK_RANGE_ELC_R,12.0,yrs
3503,SW,C_CK_RANGE_NGA_R,12.0,yrs
3505,SW,C_GHPHE_ELC_N,14.0,yrs
3519,SW,C_GHPHE_ELC_R,14.0,yrs
3521,SW,C_GHPST_ELC_N,14.0,yrs
3535,SW,C_GHP_ELC_R,14.0,yrs
3539,SW,C_LT_8FTLEDHE_LFL_N,12.0,yrs
3546,SW,C_LT_8FTLEDST_LFL_N,12.0,yrs
3553,SW,C_LT_8FTLUMHE_LFL_N,24.0,yrs
3560,SW,C_LT_8FTLUMST_LFL_N,24.0,yrs
3567,SW,C_LT_8FTT8HE_LFL_N,6.0,yrs
3574,SW,C_LT_8FTT8HOHE_LFL_N,5.0,yrs
3581,SW,C_LT_8FTT8HOST_LFL_N,5.0,yrs
3588,SW,C_LT_8FTT8HO_LFL_R,4.0,yrs
3589,SW,C_LT_8FTT8ST_LFL_N,6.0,yrs
3596,SW,C_LT_8FTT8_LFL_R,6.0,yrs
3597,SW,C_LT_CFLHE_GSL_N,3.0,yrs
3604,SW,C_LT_CFLST_GSL_N,3.0,yrs
3611,SW,C_LT_CFL_GSL_R,3.0,yrs
3612,SW,C_LT_HALST_RFL_N,2.0,yrs
3619,SW,C_LT_HAL_RFL_R,2.0,yrs
3620,SW,C_LT_HIRST_RFL_N,2.0,yrs
3627,SW,C_LT_HIR_RFL_R,2.0,yrs
3628,SW,C_LT_LEDHE_GSL_N,13.0,yrs
3635,SW,C_LT_LEDHE_LFL_N,12.0,yrs
3642,SW,C_LT_LEDHE_RFL_N,13.0,yrs
3649,SW,C_LT_LEDST_GSL_N,13.0,yrs
3656,SW,C_LT_LEDST_LFL_N,12.0,yrs
3663,SW,C_LT_LEDST_RFL_N,13.0,yrs
3670,SW,C_LT_LUMHE_HB_N,24.0,yrs
3677,SW,C_LT_LUMHE_LB_N,24.0,yrs
3684,SW,C_LT_LUMHE_LFL_N,24.0,yrs
3691,SW,C_LT_LUMST_HB_N,24.0,yrs
3698,SW,C_LT_LUMST_LB_N,24.0,yrs
3705,SW,C_LT_LUMST_LFL_N,24.0,yrs
3712,SW,C_LT_LUM_LFL_R,17.0,yrs
3715,SW,C_LT_MERCST_HB_N,6.0,yrs
3722,SW,C_LT_MERCST_LB_N,6.0,yrs
3729,SW,C_LT_MERC_HB_R,6.0,yrs
3730,SW,C_LT_MERC_LB_R,6.0,yrs
3731,SW,C_LT_MTHALST_HB_N,4.0,yrs
3738,SW,C_LT_MTHALST_LB_N,4.0,yrs
3745,SW,C_LT_MTHAL_HB_R,4.0,yrs
3746,SW,C_LT_MTHAL_LB_R,4.0,yrs
3747,SW,C_LT_NAVAPST_HB_N,6.0,yrs
3754,SW,C_LT_NAVAPST_LB_N,6.0,yrs
3761,SW,C_LT_NAVAP_HB_R,6.0,yrs
3762,SW,C_LT_NAVAP_LB_R,6.0,yrs
3763,SW,C_LT_T5HE_LFL_N,8.0,yrs
3770,SW,C_LT_T5HOHE_HB_N,7.0,yrs
3777,SW,C_LT_T5HOST_HB_N,7.0,yrs
3784,SW,C_LT_T5HO_HB_R,6.0,yrs
3785,SW,C_LT_T5ST_LFL_N,8.0,yrs
3792,SW,C_LT_T5_LFL_R,7.0,yrs
3794,SW,C_LT_T8HE_LFL_N,6.0,yrs
3801,SW,C_LT_T8ST_LFL_N,6.0,yrs
3808,SW,C_LT_T8_LFL_R,6.0,yrs
3809,SW,C_OW_DSL_N,25.0,yrs
3816,SW,C_OW_DSL_R,25.0,yrs
3819,SW,C_OW_ELC_N,25.0,yrs
3826,SW,C_OW_ELC_R,25.0,yrs
3829,SW,C_OW_NGA_N,25.0,yrs
3836,SW,C_OW_NGA_R,25.0,yrs
3839,SW,C_RF_BVMHE_ELC_N,10.0,yrs
3846,SW,C_RF_BVMHE_ELC_R,10.0,yrs
3848,SW,C_RF_BVMST_ELC_N,10.0,yrs
3855,SW,C_RF_BVM_ELC_R,10.0,yrs
3857,SW,C_RF_CENHE_ELC_N,10.0,yrs
3864,SW,C_RF_CENST_ELC_N,10.0,yrs
3871,SW,C_RF_CEN_ELC_R,10.0,yrs
3873,SW,C_RF_CMPHE_ELC_N,15.0,yrs
3880,SW,C_RF_CMPST_ELC_N,15.0,yrs
3887,SW,C_RF_CMP_ELC_R,15.0,yrs
3889,SW,C_RF_CNDHE_ELC_N,10.0,yrs
3896,SW,C_RF_CNDST_ELC_N,10.0,yrs
3903,SW,C_RF_CND_ELC_R,10.0,yrs
3905,SW,C_RF_ICMHE_ELC_N,8.0,yrs
3912,SW,C_RF_ICMST_ELC_N,8.0,yrs
3919,SW,C_RF_ICM_ELC_R,8.0,yrs
3921,SW,C_RF_RIFHE_ELC_N,10.0,yrs
3928,SW,C_RF_RIFHE_ELC_R,10.0,yrs
3930,SW,C_RF_RIFST_ELC_N,10.0,yrs
3937,SW,C_RF_RIF_ELC_R,10.0,yrs
3939,SW,C_RF_RIRHE_ELC_N,10.0,yrs
3946,SW,C_RF_RIRHE_ELC_R,10.0,yrs
3948,SW,C_RF_RIRST_ELC_N,10.0,yrs
3955,SW,C_RF_RIR_ELC_R,10.0,yrs
3957,SW,C_RF_RVMHE_ELC_N,14.0,yrs
3964,SW,C_RF_RVMST_ELC_N,14.0,yrs
3971,SW,C_RF_RVM_ELC_R,14.0,yrs
3973,SW,C_RF_WIFHE_ELC_N,10.0,yrs
3980,SW,C_RF_WIFHE_ELC_R,10.0,yrs
3982,SW,C_RF_WIFST_ELC_N,10.0,yrs
3989,SW,C_RF_WIF_ELC_R,10.0,yrs
3991,SW,C_RF_WIRHE_ELC_N,12.0,yrs
3998,SW,C_RF_WIRHE_ELC_R,12.0,yrs
4000,SW,C_RF_WIRST_ELC_N,12.0,yrs
4007,SW,C_RF_WIR_ELC_R,12.0,yrs
4009,SW,C_SC_CCCHE_ELC_N,25.0,yrs
4016,SW,C_SC_CCCHE_ELC_R,25.0,yrs
4019,SW,C_SC_CCCST_ELC_N,25.0,yrs
4026,SW,C_SC_CCC_ELC_R,25.0,yrs
4029,SW,C_SC_CHA_NGA_N,23.0,yrs
4036,SW,C_SC_CHA_NGA_R,23.0,yrs
4039,SW,C_SC_CHEDAHE_N,25.0,yrs
4046,SW,C_SC_CHEDA_R,25.0,yrs
4049,SW,C_SC_CRCHE_ELC_N,20.0,yrs
4056,SW,C_SC_CRCHE_ELC_R,20.0,yrs
4059,SW,C_SC_CRCST_ELC_N,20.0,yrs
4066,SW,C_SC_CRC_ELC_R,20.0,yrs
4069,SW,C_SC_CSCHE_ELC_N,20.0,yrs
4076,SW,C_SC_CSCHE_ELC_R,20.0,yrs
4079,SW,C_SC_CSCST_ELC_N,20.0,yrs
4086,SW,C_SC_CSC_ELC_R,20.0,yrs
4089,SW,C_SC_CSWHE_ELC_N,20.0,yrs
4096,SW,C_SC_CSWHE_ELC_R,20.0,yrs
4099,SW,C_SC_CSWST_ELC_N,20.0,yrs
4106,SW,C_SC_CSW_ELC_R,20.0,yrs
4109,SW,C_SC_RACHE_ELC_N,21.0,yrs
4116,SW,C_SC_RACHE_ELC_R,21.0,yrs
4119,SW,C_SC_RACST_ELC_N,21.0,yrs
4126,SW,C_SC_RACST_NGA_N,15.0,yrs
4133,SW,C_SC_RAC_ELC_R,21.0,yrs
4136,SW,C_SC_RAC_NGA_R,15.0,yrs
4138,SW,C_SH_BHE_DISTOIL_N,26.0,yrs
4145,SW,C_SH_BHE_DISTOIL_R,30.0,yrs
4148,SW,C_SH_BHE_NGA_N,25.0,yrs
4155,SW,C_SH_BHE_NGA_R,25.0,yrs
4158,SW,C_SH_BST_DISTOIL_N,26.0,yrs
4165,SW,C_SH_BST_ELC_N,15.0,yrs
4172,SW,C_SH_BST_NGA_N,25.0,yrs
4179,SW,C_SH_B_DISTOIL_R,30.0,yrs
4182,SW,C_SH_B_ELC_R,15.0,yrs
4184,SW,C_SH_B_NGA_R,30.0,yrs
4187,SW,C_SH_ERST_ELC_N,18.0,yrs
4194,SW,C_SH_ER_ELC_R,18.0,yrs
4197,SW,C_SH_FHE_NGA_N,23.0,yrs
4204,SW,C_SH_FHE_NGA_R,23.0,yrs
4207,SW,C_SH_FST_DISTOIL_N,23.0,yrs
4214,SW,C_SH_FST_NGA_N,23.0,yrs
4221,SW,C_SH_F_DISTOIL_R,23.0,yrs
4224,SW,C_SH_F_NGA_R,23.0,yrs
4227,SW,C_VT_CAVHE_ELC_N,20.0,yrs
4234,SW,C_VT_CAVST_ELC_N,20.0,yrs
4241,SW,C_VT_CAV_ELC_R,20.0,yrs
4244,SW,C_VT_VAVHE_ELC_N,20.0,yrs
4251,SW,C_VT_VAVST_ELC_N,20.0,yrs
4258,SW,C_VT_VAV_ELC_R,20.0,yrs
4261,SW,C_WH_DWHHE_DISTOIL_N,13.0,yrs
4268,SW,C_WH_DWHHE_DISTOIL_R,13.0,yrs
4270,SW,C_WH_DWHST_DISTOIL_N,13.0,yrs
4277,SW,C_WH_DWH_DISTOIL_R,13.0,yrs
4279,SW,C_WH_EWHST_ELC_N,12.0,yrs
4286,SW,C_WH_HPST_ELC_N,15.0,yrs
4293,SW,C_WH_HP_ELC_R,15.0,yrs
4295,SW,C_WH_NWHHE_NGA_N,10.0,yrs
4302,SW,C_WH_NWHHE_NGA_R,10.0,yrs
4304,SW,C_WH_NWHST_NGA_N,10.0,yrs
4311,SW,C_WH_NWH_NGA_R,13.0,yrs
4313,SW,C_WH_SOLST_ELC_N,20.0,yrs
4320,SW,C_WH_SOLST_ELC_R,20.0,yrs
4323,SW,C_WH_SOL_ELC_R,20.0,yrs
4326,SW,R_CD_ELC_R,13.0,yrs
4328,SW,R_CD_HE_ELC_N,13.0,yrs
4335,SW,R_CD_HE_NGA_N,13.0,yrs
4342,SW,R_CD_NGA_R,13.0,yrs
4344,SW,R_CD_ST_ELC_N,13.0,yrs
4351,SW,R_CD_ST_NGA_N,13.0,yrs
4358,SW,R_CK_OVHE_NGA_N,12.0,yrs
4365,SW,R_CK_OVST_NGA_N,12.0,yrs
4372,SW,R_CK_OV_NGA_R,12.0,yrs
4374,SW,R_CK_TOPHE_ELC_N,19.0,yrs
4381,SW,R_CK_TOPHE_NGA_N,12.0,yrs
4388,SW,R_CK_TOPST_ELC_N,15.0,yrs
4395,SW,R_CK_TOPST_NGA_N,12.0,yrs
4402,SW,R_CK_TOP_ELC_R,15.0,yrs
4404,SW,R_CK_TOP_NGA_R,12.0,yrs
4406,SW,R_DW_ELC_R,14.0,yrs
4408,SW,R_DW_HE_ELC_N,14.0,yrs
4415,SW,R_DW_ST_ELC_N,14.0,yrs
4422,SW,R_FZ_CHESTHE_N,22.0,yrs
4429,SW,R_FZ_CHESTST_N,22.0,yrs
4436,SW,R_FZ_CHEST_R,22.0,yrs
4439,SW,R_FZ_UPRIGHTHE_N,22.0,yrs
4446,SW,R_FZ_UPRIGHTST_N,22.0,yrs
4453,SW,R_FZ_UPRIGHT_R,22.0,yrs
4456,SW,R_HPELC_R,15.0,yrs
4464,SW,R_HPHE_ELC_N,15.0,yrs
4492,SW,R_HPHE_GEO_N,14.0,yrs
4520,SW,R_HPST_ELC_N,15.0,yrs
4548,SW,R_HPST_GEO_N,14.0,yrs
4576,SW,R_HPST_NGA_N,15.0,yrs
4583,SW,R_HP_GEO_R,14.0,yrs
4591,SW,R_HP_NGA_N,15.0,yrs
4598,SW,R_HP_NGA_R,15.0,yrs
4602,SW,R_LT_CFLHE_GSL_N,17.0,yrs
4609,SW,R_LT_CFLHE_RFL_N,17.0,yrs
4616,SW,R_LT_CFLST_GSL_N,17.0,yrs
4623,SW,R_LT_CFLST_RFL_N,17.0,yrs
4630,SW,R_LT_CFLST_ROL_N,10.0,yrs
4637,SW,R_LT_CFL_GSL_R,15.0,yrs
4639,SW,R_LT_CFL_RFL_R,12.0,yrs
4641,SW,R_LT_CFL_ROL_R,9.0,yrs
4643,SW,R_LT_HALST_RFL_N,2.0,yrs
4650,SW,R_LT_HALST_ROL_N,2.0,yrs
4657,SW,R_LT_HAL_RFL_R,2.0,yrs
4658,SW,R_LT_HAL_ROL_R,2.0,yrs
4659,SW,R_LT_HIRST_RFL_N,7.0,yrs
4666,SW,R_LT_HIRST_ROL_N,4.0,yrs
4673,SW,R_LT_HIR_RFL_R,6.0,yrs
4674,SW,R_LT_INCST_RFL_N,3.0,yrs
4681,SW,R_LT_INCST_ROL_N,2.0,yrs
4688,SW,R_LT_INC_RFL_R,3.0,yrs
4689,SW,R_LT_INC_ROL_R,2.0,yrs
4690,SW,R_LT_LED60HE_GSL_N,76.0,yrs
4697,SW,R_LT_LED60ST_GSL_N,76.0,yrs
4704,SW,R_LT_LED60_GSL_R,31.0,yrs
4707,SW,R_LT_LEDHE_LUM_N,145.0,yrs
4714,SW,R_LT_LEDHE_RFL_N,77.0,yrs
4721,SW,R_LT_LEDHE_ROL_N,47.0,yrs
4728,SW,R_LT_LEDST_LUM_N,145.0,yrs
4735,SW,R_LT_LEDST_RFL_N,77.0,yrs
4742,SW,R_LT_LEDST_ROL_N,47.0,yrs
4749,SW,R_LT_LLRHE_L2L_N,73.0,yrs
4756,SW,R_LT_LLRST_L2L_N,73.0,yrs
4763,SW,R_LT_T5HE_LFL_N,47.0,yrs
4770,SW,R_LT_T5ST_LFL_N,47.0,yrs
4777,SW,R_LT_T8HE_LFL_N,38.0,yrs
4784,SW,R_LT_T8ST_LFL_N,34.0,yrs
4791,SW,R_LT_T8_LFL_R,29.0,yrs
4794,SW,R_OW_ELC_N,25.0,yrs
4801,SW,R_OW_ELC_R,25.0,yrs
4804,SW,R_RF_BFELC_R,17.0,yrs
4807,SW,R_RF_BFHE_ELC_N,17.0,yrs
4814,SW,R_RF_BFST_ELC_N,17.0,yrs
4821,SW,R_RF_SFELC_R,17.0,yrs
4824,SW,R_RF_SFHE_ELC_N,17.0,yrs
4831,SW,R_RF_SFST_ELC_N,17.0,yrs
4838,SW,R_RF_TFELC_R,17.0,yrs
4841,SW,R_RF_TFHE_ELC_N,17.0,yrs
4848,SW,R_RF_TFST_ELC_N,17.0,yrs
4855,SW,R_SC_CACELC_R,18.0,yrs
4861,SW,R_SC_CACHE_ELC_N,18.0,yrs
4875,SW,R_SC_CACST_ELC_N,18.0,yrs
4889,SW,R_SC_RACELC_R,9.0,yrs
4893,SW,R_SC_RACHE_ELC_N,9.0,yrs
4907,SW,R_SC_RACST_ELC_N,9.0,yrs
4921,SW,R_SH_BLRHE_DISTOIL_N,23.0,yrs
4928,SW,R_SH_BLRHE_NGA_N,25.0,yrs
4935,SW,R_SH_BLRST_DISTOIL_N,23.0,yrs
4942,SW,R_SH_BLRST_NGA_N,25.0,yrs
4949,SW,R_SH_BLR_DISTOIL_R,23.0,yrs
4952,SW,R_SH_BLR_NGA_R,25.0,yrs
4955,SW,R_SH_FDISTOIL_R,26.0,yrs
4958,SW,R_SH_FHE_DISTOIL_N,26.0,yrs
4965,SW,R_SH_FHE_NGA_N,21.0,yrs
4972,SW,R_SH_FLPG_R,21.0,yrs
4975,SW,R_SH_FNGA_R,21.0,yrs
4978,SW,R_SH_FST_DISTOIL_N,26.0,yrs
4985,SW,R_SH_FST_ELC_N,22.0,yrs
4992,SW,R_SH_FST_LPG_N,21.0,yrs
4999,SW,R_SH_FST_NGA_N,21.0,yrs
5006,SW,R_SH_F_ELC_R,22.0,yrs
5009,SW,R_SH_PLTHE_BIO_N,25.0,yrs
5016,SW,R_SH_PLTST_BIO_N,25.0,yrs
5023,SW,R_SH_RESST_ELC_N,22.0,yrs
5030,SW,R_SH_RES_ELC_R,22.0,yrs
5033,SW,R_SH_WHBIO_R,18.0,yrs
5036,SW,R_SH_WHHE_BIO_N,18.0,yrs
5043,SW,R_SH_WHST_BIO_N,18.0,yrs
5050,SW,R_WH_ELC_R,13.0,yrs
5054,SW,R_WH_ERHE_ELC_N,13.0,yrs
5068,SW,R_WH_ERST_ELC_N,13.0,yrs
5082,SW,R_WH_GFHE_NGA_N,13.0,yrs
5089,SW,R_WH_GFST_NGA_N,13.0,yrs
5096,SW,R_WH_GF_NGA_R,13.0,yrs
5098,SW,R_WH_HPHE_ELC_N,13.0,yrs
5105,SW,R_WH_HPST_ELC_N,13.0,yrs
5112,SW,R_WH_OFHE_DISTOIL_N,13.0,yrs
5119,SW,R_WH_OFST_DISTOIL_N,13.0,yrs
5126,SW,R_WH_OF_DISTOIL_R,13.0,yrs
5128,SW,R_WH_SOLELC_R,22.0,yrs
5134,SW,R_WH_SOLST_ELC_N,22.0,yrs
5148,TX,C_AHPHE_ELC_N,15.0,yrs
5162,TX,C_AHPHE_ELC_R,20.0,yrs
5165,TX,C_AHPST_ELC_N,15.0,yrs
5179,TX,C_AHP_ELC_R,20.0,yrs
5185,TX,C_CK_RANGEHE_ELC_N,12.0,yrs
5192,TX,C_CK_RANGEHE_ELC_R,12.0,yrs
5194,TX,C_CK_RANGEHE_NGA_N,12.0,yrs
5201,TX,C_CK_RANGEHE_NGA_R,12.0,yrs
5203,TX,C_CK_RANGEST_ELC_N,12.0,yrs
5210,TX,C_CK_RANGEST_NGA_N,12.0,yrs
5217,TX,C_CK_RANGE_ELC_R,12.0,yrs
5219,TX,C_CK_RANGE_NGA_R,12.0,yrs
5221,TX,C_GHPHE_ELC_N,14.0,yrs
5235,TX,C_GHPHE_ELC_R,14.0,yrs
5237,TX,C_GHPST_ELC_N,14.0,yrs
5251,TX,C_GHP_ELC_R,14.0,yrs
5255,TX,C_LT_8FTLEDHE_LFL_N,12.0,yrs
5262,TX,C_LT_8FTLEDST_LFL_N,12.0,yrs
5269,TX,C_LT_8FTLUMHE_LFL_N,24.0,yrs
5276,TX,C_LT_8FTLUMST_LFL_N,24.0,yrs
5283,TX,C_LT_8FTT8HE_LFL_N,6.0,yrs
5290,TX,C_LT_8FTT8HOHE_LFL_N,5.0,yrs
5297,TX,C_LT_8FTT8HOST_LFL_N,5.0,yrs
5304,TX,C_LT_8FTT8HO_LFL_R,4.0,yrs
5305,TX,C_LT_8FTT8ST_LFL_N,6.0,yrs
5312,TX,C_LT_8FTT8_LFL_R,6.0,yrs
5313,TX,C_LT_CFLHE_GSL_N,3.0,yrs
5320,TX,C_LT_CFLST_GSL_N,3.0,yrs
5327,TX,C_LT_CFL_GSL_R,3.0,yrs
5328,TX,C_LT_HALST_RFL_N,2.0,yrs
5335,TX,C_LT_HAL_RFL_R,2.0,yrs
5336,TX,C_LT_HIRST_RFL_N,2.0,yrs
5343,TX,C_LT_HIR_RFL_R,2.0,yrs
5344,TX,C_LT_LEDHE_GSL_N,13.0,yrs
5351,TX,C_LT_LEDHE_LFL_N,12.0,yrs
5358,TX,C_LT_LEDHE_RFL_N,13.0,yrs
5365,TX,C_LT_LEDST_GSL_N,13.0,yrs
5372,TX,C_LT_LEDST_LFL_N,12.0,yrs
5379,TX,C_LT_LEDST_RFL_N,13.0,yrs
5386,TX,C_LT_LUMHE_HB_N,24.0,yrs
5393,TX,C_LT_LUMHE_LB_N,24.0,yrs
5400,TX,C_LT_LUMHE_LFL_N,24.0,yrs
5407,TX,C_LT_LUMST_HB_N,24.0,yrs
5414,TX,C_LT_LUMST_LB_N,24.0,yrs
5421,TX,C_LT_LUMST_LFL_N,24.0,yrs
5428,TX,C_LT_LUM_LFL_R,17.0,yrs
5431,TX,C_LT_MERCST_HB_N,6.0,yrs
5438,TX,C_LT_MERCST_LB_N,6.0,yrs
5445,TX,C_LT_MERC_HB_R,6.0,yrs
5446,TX,C_LT_MERC_LB_R,6.0,yrs
5447,TX,C_LT_MTHALST_HB_N,4.0,yrs
5454,TX,C_LT_MTHALST_LB_N,4.0,yrs
5461,TX,C_LT_MTHAL_HB_R,4.0,yrs
5462,TX,C_LT_MTHAL_LB_R,4.0,yrs
5463,TX,C_LT_NAVAPST_HB_N,6.0,yrs
5470,TX,C_LT_NAVAPST_LB_N,6.0,yrs
5477,TX,C_LT_NAVAP_HB_R,6.0,yrs
5478,TX,C_LT_NAVAP_LB_R,6.0,yrs
5479,TX,C_LT_T5HE_LFL_N,8.0,yrs
5486,TX,C_LT_T5HOHE_HB_N,7.0,yrs
5493,TX,C_LT_T5HOST_HB_N,7.0,yrs
5500,TX,C_LT_T5HO_HB_R,6.0,yrs
5501,TX,C_LT_T5ST_LFL_N,8.0,yrs
5508,TX,C_LT_T5_LFL_R,7.0,yrs
5510,TX,C_LT_T8HE_LFL_N,6.0,yrs
5517,TX,C_LT_T8ST_LFL_N,6.0,yrs
5524,TX,C_LT_T8_LFL_R,6.0,yrs
5525,TX,C_OW_DSL_N,25.0,yrs
5532,TX,C_OW_DSL_R,25.0,yrs
5535,TX,C_OW_ELC_N,25.0,yrs
5542,TX,C_OW_ELC_R,25.0,yrs
5545,TX,C_OW_NGA_N,25.0,yrs
5552,TX,C_OW_NGA_R,25.0,yrs
5555,TX,C_RF_BVMHE_ELC_N,10.0,yrs
5562,TX,C_RF_BVMHE_ELC_R,10.0,yrs
5564,TX,C_RF_BVMST_ELC_N,10.0,yrs
